SURVEY: FOUNDATION
SNTYPE: 1
SNID: ASASSN-15lu
RA: 200.3037005
DECL: 40.2657395
MWEBV: 0.0138 +- 0.0007
FILTERS: griz
SPEC_CLASS: SNIa-91T-like
REDSHIFT_HELIO: 0.0350544
REDSHIFT_CMB: 0.035769943738460874
REDSHIFT_FINAL: 0.036473265781756255
SEARCH_PEAKMJD: 57199.27102
HOST_LOGMASS: 10.227
VPEC: 198.248
VPEC_ERR: 250.000
PIXSIZE: 0.25  # arcsec

###########################
NOBS: 42
NVAR: 8
VARLIST:      MJD    FLT   FIELD      FLUXCAL     FLUXCALERR       MAG    MAGERR   PSF
OBS:  57199.27102      g_PS1    NULL    16324.300        321.039    16.968     0.021  2.18
OBS:  57204.27346      g_PS1    NULL    14297.118        304.258    17.112     0.023  1.77
OBS:  57209.26894      g_PS1    NULL    10806.020        239.246    17.416     0.024  2.23
OBS:  57215.27117      g_PS1    NULL     6017.577        185.466    18.051     0.033  1.84
OBS:  57221.27646      g_PS1    NULL     4771.486        212.050    18.303     0.048  2.49
OBS:  57228.26352      g_PS1    NULL     2734.105        194.758    18.908     0.077  1.99
OBS:  57234.26359      g_PS1    NULL     1990.483        346.720    19.253     0.188  2.64
OBS:  57199.27141      r_PS1    NULL    14593.325        293.900    17.090     0.022  1.96
OBS:  57204.27391      r_PS1    NULL    14698.065        294.723    17.082     0.022  1.72
OBS:  57209.26929      r_PS1    NULL    10797.035        242.087    17.417     0.024  2.00
OBS:  57215.27205      r_PS1    NULL     8062.460        206.296    17.734     0.028  1.68
OBS:  57221.27677      r_PS1    NULL     7652.871        247.938    17.790     0.035  2.65
OBS:  57228.26385      r_PS1    NULL     4909.820        204.388    18.272     0.045  1.92
OBS:  57234.26396      r_PS1    NULL     3830.238        317.392    18.542     0.090  3.13
OBS:  57178.28058      r_PS1    NULL     -301.887         75.541       nan     0.270  1.57
OBS:  57178.28257      r_PS1    NULL      339.296         74.327    21.174     0.237  1.46
OBS:  57178.29341      r_PS1    NULL     -229.081         75.694       nan     0.357  1.61
OBS:  57178.29538      r_PS1    NULL      -47.964         78.805       nan     1.774  1.44
OBS:  57178.30653      r_PS1    NULL      279.236         85.044    21.385     0.329  1.86
OBS:  57199.27176      i_PS1    NULL     8785.352        236.215    17.641     0.029  1.71
OBS:  57204.27428      i_PS1    NULL     9328.658        235.267    17.575     0.027  1.68
OBS:  57209.26965      i_PS1    NULL     4792.413        262.614    18.299     0.059  2.52
OBS:  57215.27226      i_PS1    NULL     4707.579        181.888    18.318     0.042  1.42
OBS:  57221.27722      i_PS1    NULL     4783.403        258.559    18.301     0.058  3.06
OBS:  57228.26428      i_PS1    NULL     5035.900        213.312    18.245     0.046  1.63
OBS:  57234.26435      i_PS1    NULL     3344.212        322.590    18.689     0.104  3.27
OBS:  57179.32226      i_PS1    NULL      585.046         86.137    20.582     0.159  1.86
OBS:  57179.32438      i_PS1    NULL       14.172         86.571    24.621     6.597  1.32
OBS:  57179.33553      i_PS1    NULL      598.528         92.328    20.557     0.167  1.93
OBS:  57179.33761      i_PS1    NULL       71.734        119.327    22.861     1.797  2.30
OBS:  57179.34874      i_PS1    NULL      348.252         85.165    21.145     0.264  1.76
OBS:  57179.35082      i_PS1    NULL      -49.184        101.910       nan     2.238  1.77
OBS:  57179.36408      i_PS1    NULL      419.810        109.350    20.942     0.281  2.04
OBS:  57179.36198      i_PS1    NULL      107.254        109.325    22.424     1.101  2.53
OBS:  57199.27213      z_PS1    NULL     8648.598        303.684    17.658     0.038  1.56
OBS:  57204.27454      z_PS1    NULL     6702.713        249.406    17.934     0.040  1.38
OBS:  57209.27012      z_PS1    NULL     4477.947        267.560    18.372     0.065  1.77
OBS:  57215.27267      z_PS1    NULL     3298.281        217.224    18.704     0.071  1.31
OBS:  57221.27758      z_PS1    NULL     5891.130        321.798    18.075     0.059  2.23
OBS:  57228.26456      z_PS1    NULL     4092.068        287.581    18.470     0.076  1.63
OBS:  57234.26466      z_PS1    NULL     2376.352        458.354    19.060     0.208  3.21
OBS:  57237.25694      z_PS1    NULL     2309.457        156.862    19.091     0.073  1.27
END:
